CustomerID,Gender,Region,SignupChannel,PreferredCategory,Age,AnnualIncome,TenureMonths,LoyaltyMember,WebsiteVisitsPerMonth,EmailOpenRate,SupportTickets,DiscountUsedPct,NumPurchases,AvgOrderValue,TotalSpend,LastPurchaseDaysAgo,WillPurchaseNextMonth
CUST100664,Female,North,Referral,Groceries,33,41083.27,5,1,8,0.495,1,0.147,4,94.92,434.51,19,1
CUST100665,Male,East,Search,Sports,31,33869.02,22,0,10,0.481,1,0.205,2,82.44,256.39,50,0
CUST100666,Male,East,Organic,Home & Living,41,26352.55,18,1,9,0.26,2,0.154,7,74.71,515.08,101,1
CUST100667,Female,East,Organic,Electronics,37,46691.64,72,1,13,0.126,5,0.552,4,99.2,435.16,7,1
CUST100668,Female,West,Social Media,Groceries,60,58774.94,37,1,4,0.15,4,0.277,6,98.12,503.34,30,1
CUST100669,Male,South,Search,Electronics,18,52812.68,17,1,8,0.642,2,0.142,2,78.7,91.6,1,0
CUST100670,Male,South,Other,Groceries,54,46183.71,21,1,9,0.412,7,0.125,2,110.87,236.22,1,1
CUST100671,Female,North,Referral,Home & Living,56,36970.48,25,1,0,0.447,5,0.182,6,104.81,614.88,15,1
CUST100672,Male,East,Social Media,Fashion,18,71008.29,21,0,4,0.271,1,0.314,4,30.35,194.0,65,1
CUST100673,Male,South,Referral,Home & Living,36,31631.0,39,0,4,0.218,2,0.243,5,36.64,211.15,131,0
CUST100674,Male,North,Other,Beauty,35,76192.64,65,0,10,0.103,2,0.3,6,118.72,647.92,24,1
CUST100675,Male,East,Other,Home & Living,22,36103.94,3,0,5,0.588,2,0.037,8,50.68,419.29,112,0
CUST100676,Female,East,Referral,Sports,30,40097.36,24,0,4,0.158,2,0.389,5,52.92,244.28,32,1
CUST100677,Male,North,Social Media,Electronics,26,29704.05,72,0,10,0.385,1,0.436,7,69.33,545.52,83,1
CUST100678,Male,East,Social Media,Fashion,63,44555.89,25,0,2,0.443,0,0.518,2,91.11,173.01,54,0
CUST100679,Female,East,Organic,Groceries,52,82844.42,34,1,2,0.328,2,0.501,3,96.28,274.32,7,1
CUST100680,Female,North,Search,Electronics,57,68299.13,7,0,6,0.185,3,0.325,1,38.22,0.0,117,0
CUST100681,Male,South,Organic,Groceries,49,82952.69,58,1,4,0.497,0,0.544,8,107.08,805.0,110,0
CUST100682,Male,East,Social Media,Groceries,25,68486.25,15,1,4,0.298,2,0.037,3,125.66,341.5,1,0
CUST100683,Male,East,Organic,Home & Living,33,34597.86,37,0,9,0.167,5,0.142,5,50.6,296.66,71,0
CUST100684,Female,South,Organic,Groceries,46,47865.82,16,0,10,0.179,1,0.48,6,112.93,754.22,77,1
CUST100685,Female,South,Referral,Sports,24,39632.5,4,1,11,0.282,3,0.276,8,77.85,695.96,51,0
CUST100686,Female,East,Search,Home & Living,49,96175.5,35,1,12,0.154,2,0.538,7,141.03,1008.49,20,1
CUST100687,Female,West,Social Media,Home & Living,37,33270.86,44,0,11,0.059,1,0.216,11,87.12,923.3,9,1
CUST100688,Female,East,Other,Fashion,35,80052.78,28,0,0,0.084,1,0.466,4,81.95,272.47,72,0
CUST100689,Female,North,Referral,Groceries,49,80027.78,13,0,8,0.316,1,0.397,8,106.6,863.4,1,0
CUST100690,Female,South,Organic,Fashion,46,118602.04,72,0,5,0.059,2,0.232,7,131.62,876.21,21,1
CUST100691,Male,West,Social Media,Groceries,35,46305.69,43,0,5,0.062,0,0.054,3,53.66,252.09,82,0
CUST100692,Other,North,Search,Fashion,55,74181.03,32,0,9,0.552,6,0.18,5,96.69,518.1,126,1
CUST100693,Male,West,Referral,Sports,26,143398.43,53,1,3,0.239,1,0.219,5,138.32,691.99,168,0
CUST100694,Male,West,Referral,Groceries,48,42432.89,21,1,3,0.388,1,0.493,5,83.68,429.37,7,1
CUST100695,Female,North,Search,Groceries,48,28864.61,72,1,11,0.561,1,0.263,5,61.42,307.19,9,1
CUST100696,Male,West,Referral,Home & Living,36,24971.35,43,1,10,0.285,1,0.282,8,117.62,990.22,82,0
CUST100697,Female,South,Social Media,Electronics,44,74193.18,51,1,9,0.515,2,0.346,9,67.46,622.31,104,0
CUST100698,Female,West,Search,Groceries,24,24938.43,24,1,6,0.364,6,0.104,6,72.07,403.58,197,0
CUST100699,Male,South,Social Media,Sports,52,47038.16,14,0,9,0.383,2,0.43,3,83.17,265.09,92,0
CUST100700,Female,South,Search,Electronics,38,66089.16,32,0,9,0.57,0,0.441,12,125.32,1493.66,70,1
CUST100701,Male,East,Organic,Beauty,33,59448.29,22,1,9,0.341,1,0.655,7,52.01,346.35,55,1
CUST100702,Male,West,Social Media,Fashion,54,65760.54,72,1,5,0.467,1,0.474,3,99.24,282.97,9,0
CUST100703,Female,North,Search,Home & Living,31,60382.23,12,0,6,0.037,3,0.452,4,72.41,282.59,2,1
CUST100704,Female,East,Organic,Fashion,22,94109.3,61,0,10,0.069,0,0.449,2,81.85,33.54,89,0
CUST100705,Female,North,Search,Fashion,20,36868.6,9,1,13,0.458,1,0.302,8,109.06,897.48,68,1
CUST100706,Male,South,Referral,Beauty,48,41388.18,16,0,6,0.251,1,0.165,3,63.98,222.33,2,0
CUST100707,Female,South,Social Media,Fashion,23,39758.2,9,0,6,0.349,2,0.193,5,52.04,213.12,20,1
CUST100708,Male,South,Referral,Fashion,63,77945.8,21,1,8,0.217,2,0.246,1,84.85,14.58,206,0
CUST100709,Female,South,Social Media,Groceries,18,80278.4,26,0,8,0.387,1,0.335,4,90.56,427.51,4,1
CUST100710,Male,North,Organic,Fashion,62,66476.45,20,1,7,0.624,0,0.127,4,101.31,502.27,1,1
CUST100711,Female,North,Referral,Groceries,43,90414.13,37,1,0,0.37,1,0.258,3,100.58,297.88,8,0
CUST100712,Male,North,Other,Beauty,39,33533.87,26,0,11,0.348,2,0.303,5,66.89,385.21,74,1
CUST100713,Male,South,Social Media,Beauty,33,110782.33,7,0,13,0.33,0,0.365,3,127.6,375.84,74,1
CUST100714,Male,West,Organic,Beauty,45,104281.44,16,0,5,0.171,3,0.293,6,67.3,413.08,165,0
CUST100715,Female,North,Organic,Fashion,40,74910.53,24,0,4,0.263,2,0.339,2,113.0,207.92,100,1
CUST100716,Female,West,Referral,Electronics,54,116243.69,52,1,8,0.158,2,0.156,3,92.0,309.97,18,1
CUST100717,Female,East,Search,Sports,41,27427.64,31,0,6,0.667,2,0.472,1,94.18,108.52,1,1
CUST100718,Male,East,Social Media,Home & Living,42,44126.7,22,0,10,0.421,0,0.079,4,95.53,445.57,51,1
CUST100719,Female,East,Social Media,Fashion,35,40386.91,11,0,7,0.397,1,0.141,2,89.24,163.72,212,0
CUST100720,Male,West,Search,Groceries,39,74466.88,32,0,4,0.335,3,0.38,4,89.18,377.35,34,0
CUST100721,Female,North,Social Media,Groceries,44,35384.51,59,0,3,0.699,0,0.326,2,70.66,177.52,102,1
CUST100722,Male,East,Referral,Groceries,18,75601.88,24,1,12,0.092,2,0.111,8,97.37,799.87,17,1
CUST100723,Female,East,Organic,Beauty,22,97803.3,17,0,9,0.128,5,0.379,4,115.0,475.68,85,0
CUST100724,Female,East,Search,Electronics,50,73649.58,40,0,10,0.501,0,0.179,8,87.55,766.15,65,1
CUST100725,Female,West,Other,Sports,42,61961.21,53,0,4,0.514,1,0.087,7,77.96,499.28,91,1
CUST100726,Female,North,Social Media,Electronics,38,36322.1,26,1,15,0.357,0,0.155,7,84.44,617.92,7,1
CUST100727,Female,East,Search,Groceries,40,38538.42,43,0,1,0.617,0,0.116,7,73.81,484.89,36,0
CUST100728,Female,East,Search,Sports,45,92960.36,23,1,11,0.46,0,0.046,5,103.85,480.53,1,1
CUST100729,Male,South,Other,Groceries,33,76299.0,44,1,3,0.763,1,0.431,7,127.76,877.61,43,1
CUST100730,Female,South,Referral,Electronics,30,54105.99,60,1,6,0.572,2,0.133,8,75.53,620.73,77,1
CUST100731,Male,East,Referral,Home & Living,43,46146.04,47,0,12,0.379,2,0.37,2,104.6,230.73,63,0
CUST100732,Female,West,Other,Home & Living,27,23488.1,39,1,11,0.327,0,0.595,8,94.6,746.5,26,0
CUST100733,Male,South,Social Media,Sports,45,35078.04,71,1,7,0.543,2,0.054,5,60.58,339.78,80,1
CUST100734,Male,West,Referral,Groceries,18,122747.48,25,1,7,0.267,2,0.371,8,97.62,821.33,88,1
CUST100735,Male,South,Referral,Fashion,53,32122.02,39,0,7,0.215,2,0.269,2,78.59,239.63,116,0
CUST100736,Male,North,Referral,Home & Living,46,59555.86,25,1,10,0.36,2,0.184,7,94.27,641.61,22,1
CUST100737,Female,North,Organic,Groceries,43,83970.01,39,1,13,0.6,2,0.608,6,93.54,527.65,21,1
CUST100738,Male,North,Other,Home & Living,53,32468.35,43,0,6,0.41,1,0.458,7,97.85,690.1,159,0
CUST100739,Female,South,Referral,Fashion,62,59436.68,49,0,2,0.464,4,0.647,7,94.95,602.3,147,0
CUST100740,Male,South,Social Media,Fashion,53,81553.37,30,1,9,0.515,0,0.251,5,106.09,630.37,98,1
CUST100741,Female,East,Organic,Home & Living,18,55289.49,8,0,6,0.532,2,0.43,4,102.18,394.3,8,0
CUST100742,Female,East,Search,Groceries,23,180000.0,26,1,5,0.38,1,0.224,6,118.67,676.29,44,1
CUST100743,Female,North,Organic,Electronics,32,27290.03,42,0,8,0.423,0,0.3,8,62.17,500.75,129,1
CUST100744,Female,North,Social Media,Fashion,40,85798.3,35,0,6,0.386,0,0.31,5,88.02,444.51,117,1
CUST100745,Male,South,Search,Groceries,47,51149.69,38,1,10,0.57,2,0.574,4,67.52,280.94,53,1
CUST100746,Female,East,Search,Electronics,31,76061.3,44,0,4,0.292,2,0.328,2,88.98,198.66,68,0
CUST100747,Male,North,Organic,Groceries,42,66200.11,14,1,10,0.308,4,0.454,6,107.92,604.19,6,1
CUST100748,Male,North,Organic,Groceries,30,40423.35,46,1,5,0.162,0,0.066,9,61.86,572.66,8,1
CUST100749,Female,West,Organic,Sports,32,60552.56,72,1,6,0.325,1,0.159,9,73.31,647.12,15,1
CUST100750,Male,West,Referral,Fashion,22,25204.3,24,1,8,0.284,0,0.305,3,78.06,214.52,11,0
CUST100751,Female,North,Search,Home & Living,28,70859.36,50,1,14,0.417,1,0.171,8,100.97,849.1,23,1
CUST100752,Female,South,Search,Fashion,22,62337.29,31,0,10,0.103,1,0.546,6,77.85,395.34,116,0
CUST100753,Male,South,Search,Beauty,27,71921.16,37,1,12,0.159,1,0.517,9,87.86,823.39,1,1
CUST100754,Male,West,Search,Electronics,54,85776.31,47,0,12,0.174,3,0.382,9,122.81,1185.84,3,1
CUST100755,Male,East,Organic,Sports,28,64182.69,35,0,19,0.644,1,0.121,5,73.99,387.68,36,0
CUST100756,Female,North,Organic,Home & Living,74,58529.49,23,1,9,0.314,3,0.19,6,129.22,865.98,148,1
CUST100757,Female,East,Organic,Sports,46,37988.54,36,1,13,0.394,1,0.316,6,77.65,499.08,5,0
CUST100758,Male,South,Social Media,Groceries,42,40780.35,17,0,10,0.536,0,0.156,4,89.1,343.89,45,1
CUST100759,Male,South,Search,Groceries,29,90537.28,11,0,10,0.337,1,0.164,6,83.35,464.69,82,1
CUST100760,Female,South,Organic,Sports,49,100543.86,6,1,14,0.413,0,0.349,8,102.71,816.2,24,1
CUST100761,Female,South,Organic,Home & Living,33,49765.74,63,0,6,0.185,1,0.353,3,69.25,214.02,77,0
CUST100762,Male,South,Social Media,Home & Living,42,56073.0,38,1,7,0.659,0,0.417,2,106.24,199.63,94,1
CUST100763,Male,South,Social Media,Groceries,73,37614.71,43,1,10,0.302,2,0.644,9,123.75,1147.84,91,1
CUST100764,Female,South,Search,Home & Living,39,90007.33,34,0,6,0.221,1,0.402,9,98.11,823.43,19,1
CUST100765,Male,North,Referral,Electronics,55,72733.95,9,0,8,0.392,5,0.2,1,75.35,26.07,54,0
CUST100766,Male,West,Organic,Fashion,31,124293.35,60,1,14,0.525,0,0.238,5,125.55,637.47,1,0
CUST100767,Female,North,Other,Electronics,40,38032.36,23,0,5,0.277,1,0.471,4,104.88,390.89,93,0
CUST100768,Female,North,Social Media,Fashion,63,46925.9,6,0,6,0.173,0,0.331,8,102.86,815.34,166,0
CUST100769,Male,East,Referral,Sports,32,60614.88,26,0,8,0.229,2,0.346,3,59.32,121.05,52,0
CUST100770,Male,West,Social Media,Home & Living,64,72158.05,56,0,6,0.302,4,0.229,2,85.27,156.51,102,0
CUST100771,Male,West,Social Media,Sports,49,50237.05,17,0,1,0.393,3,0.408,0,70.17,0.0,71,1
CUST100772,Male,South,Referral,Beauty,33,38118.11,24,0,5,0.202,2,0.366,4,77.65,282.15,62,0
CUST100773,Female,North,Referral,Groceries,48,79640.63,23,1,11,0.883,0,0.145,7,113.21,809.97,1,1
CUST100774,Male,East,Organic,Beauty,53,74456.13,16,1,13,0.695,1,0.123,8,122.38,931.5,130,1
CUST100775,Female,East,Organic,Groceries,48,37430.96,31,1,5,0.361,1,0.432,3,95.32,350.28,81,0
CUST100776,Female,South,Social Media,Sports,20,97185.27,18,0,3,0.165,3,0.323,2,121.28,255.41,63,0
CUST100777,Male,West,Organic,Beauty,31,89910.67,62,0,7,0.146,2,0.213,3,127.5,353.04,75,0
CUST100778,Male,North,Social Media,Beauty,37,58191.41,10,1,2,0.679,2,0.431,4,118.45,338.12,46,0
CUST100779,Female,West,Other,Groceries,39,56869.79,13,1,7,0.533,2,0.144,9,80.52,813.25,24,1
CUST100780,Female,West,Organic,Home & Living,48,69410.45,24,1,3,0.152,3,0.089,7,111.85,807.3,129,1
CUST100781,Female,East,Referral,Fashion,42,38298.77,29,1,13,0.53,3,0.063,4,96.8,436.66,16,1
CUST100782,Male,West,Social Media,Groceries,23,55698.12,19,1,6,0.282,3,0.271,5,122.34,641.15,73,0
CUST100783,Female,East,Social Media,Sports,45,22272.04,45,0,12,0.19,1,0.639,4,130.52,562.71,4,1
CUST100784,Female,North,Social Media,Groceries,48,79475.16,26,1,12,0.506,4,0.13,9,96.06,876.96,49,1
CUST100785,Female,South,Referral,Home & Living,47,28545.69,39,1,7,0.343,2,0.337,4,89.02,373.53,204,0
CUST100786,Male,North,Referral,Fashion,54,103417.02,59,1,5,0.646,6,0.202,5,115.36,585.31,10,1
CUST100787,Female,South,Search,Fashion,51,47879.28,70,1,8,0.568,2,0.181,7,114.96,842.4,28,1
CUST100788,Female,East,Other,Home & Living,46,50321.53,25,1,8,0.427,2,0.456,4,90.83,402.85,63,1
CUST100789,Male,South,Referral,Groceries,39,42253.41,31,0,8,0.105,1,0.334,5,92.99,482.51,50,1
CUST100790,Male,South,Other,Groceries,18,48733.02,3,1,6,0.36,2,0.199,4,86.28,385.74,5,1
CUST100791,Male,East,Organic,Fashion,46,99794.83,35,1,11,0.259,3,0.037,4,83.31,376.92,78,0
CUST100792,Male,West,Other,Fashion,43,19345.38,25,1,10,0.326,6,0.229,7,81.27,543.3,297,0
CUST100793,Male,North,Search,Beauty,44,94034.21,16,1,8,0.541,0,0.099,2,111.88,196.53,6,0
CUST100794,Female,South,Referral,Electronics,23,63389.81,51,0,5,0.326,0,0.118,4,89.06,394.57,135,0
CUST100795,Male,North,Search,Home & Living,26,33128.17,16,1,8,0.32,0,0.16,2,101.13,171.69,97,0
CUST100796,Male,East,Organic,Sports,54,35012.39,54,1,6,0.313,2,0.176,8,82.78,681.78,1,1
CUST100797,Female,North,Organic,Fashion,39,111209.77,38,1,9,0.222,1,0.544,5,94.25,428.55,65,1
CUST100798,Male,East,Organic,Beauty,49,36974.2,34,0,7,0.207,0,0.311,5,107.42,526.96,142,1
CUST100799,Male,South,Organic,Beauty,40,33883.43,19,1,10,0.43,2,0.302,8,78.27,509.55,1,1
CUST100800,Female,North,Referral,Fashion,40,88677.42,8,0,13,0.459,1,0.585,7,101.19,681.73,18,1
CUST100801,Female,West,Social Media,Fashion,52,63403.9,51,1,8,0.278,2,0.418,5,101.1,512.64,69,0
CUST100802,Female,North,Search,Groceries,33,37092.12,18,0,10,0.444,4,0.287,14,50.55,673.61,53,1
CUST100803,Female,South,Organic,Beauty,41,60238.74,39,1,10,0.369,2,0.502,3,122.45,290.62,111,0
CUST100804,Male,North,Social Media,Beauty,34,35748.81,40,0,6,0.549,2,0.428,3,83.15,214.21,20,1
CUST100805,Female,South,Search,Groceries,34,87328.61,29,0,7,0.404,1,0.481,2,107.02,200.25,50,0
CUST100806,Male,East,Other,Sports,36,85893.57,34,1,9,0.401,2,0.305,3,126.7,402.86,105,0
CUST100807,Female,South,Search,Sports,43,68770.56,38,0,8,0.397,1,0.318,7,89.3,623.05,47,0
CUST100808,Male,North,Organic,Beauty,34,64022.26,33,1,6,0.512,1,0.198,5,106.62,490.71,56,0
CUST100809,Female,South,Referral,Sports,56,115241.76,17,1,4,0.374,1,0.347,4,122.48,538.68,1,1
CUST100810,Female,East,Search,Fashion,28,54992.75,11,1,11,0.719,1,0.242,7,105.6,817.27,1,1
CUST100811,Female,West,Organic,Home & Living,38,33479.93,19,0,10,0.172,1,0.209,3,71.7,181.78,86,1
CUST100812,Male,East,Organic,Beauty,34,66427.57,23,1,11,0.436,6,0.473,9,125.25,1208.29,95,1
CUST100813,Male,East,Organic,Sports,59,132088.6,61,0,7,0.415,1,0.304,8,97.7,769.7,93,1
CUST100814,Female,North,Organic,Groceries,43,35914.25,14,1,11,0.516,0,0.681,5,113.31,587.53,99,0
CUST100815,Female,South,Referral,Fashion,53,47253.13,66,1,11,0.205,1,0.18,14,121.27,1756.75,45,1
CUST100816,Male,North,Search,Groceries,21,65512.47,72,0,10,0.714,1,0.084,6,90.99,602.23,152,0
CUST100817,Female,South,Organic,Fashion,43,53768.79,20,0,4,0.189,3,0.443,2,85.47,156.86,32,0
CUST100818,Female,North,Search,Beauty,52,36407.17,72,0,3,0.446,2,0.334,6,107.58,702.39,3,0
CUST100819,Male,East,Search,Groceries,41,88103.61,27,1,8,0.439,2,0.314,7,123.17,886.27,28,1
CUST100820,Female,East,Referral,Sports,54,145729.23,24,0,7,0.467,4,0.091,1,106.67,100.57,156,0
CUST100821,Female,West,Organic,Beauty,33,59722.47,61,1,8,0.362,0,0.027,13,104.23,1322.95,61,1
CUST100822,Male,North,Organic,Beauty,58,37623.34,33,1,3,0.192,1,0.191,8,88.33,698.03,32,1
CUST100823,Male,East,Referral,Fashion,70,28696.35,30,1,14,0.566,1,0.277,3,100.38,334.54,46,1
CUST100824,Female,West,Organic,Home & Living,35,61294.07,19,1,8,0.406,1,0.534,5,106.14,513.52,72,1
CUST100825,Female,East,Referral,Sports,34,87440.77,20,0,8,0.357,4,0.09,5,81.77,421.21,41,1
CUST100826,Male,South,Search,Sports,59,67148.3,31,1,13,0.117,2,0.351,7,77.99,522.83,71,1
CUST100827,Female,South,Search,Fashion,61,54944.5,61,1,1,0.711,2,0.109,5,89.11,486.2,168,0
CUST100828,Female,North,Organic,Groceries,33,42941.52,14,1,7,0.196,0,0.293,5,110.85,515.61,150,1
CUST100829,Female,South,Referral,Electronics,35,34765.46,28,0,6,0.212,0,0.705,8,80.3,744.13,122,0
CUST100830,Male,East,Search,Groceries,36,78095.21,12,0,6,0.355,1,0.254,3,116.36,359.92,194,1
CUST100831,Female,North,Social Media,Electronics,23,80730.57,19,0,6,0.395,2,0.113,3,122.85,338.75,15,0
CUST100832,Male,North,Social Media,Groceries,28,28735.31,42,0,12,0.483,0,0.148,5,76.56,359.74,73,1
CUST100833,Male,East,Search,Beauty,27,107239.6,17,0,9,0.167,1,0.281,2,110.19,174.58,26,0
CUST100834,Male,West,Referral,Groceries,30,69996.35,53,0,10,0.71,6,0.16,3,104.27,359.46,43,0
CUST100835,Male,South,Referral,Groceries,40,99004.27,16,1,9,0.332,0,0.473,5,73.12,380.18,181,1
CUST100836,Female,East,Social Media,Home & Living,43,31300.67,21,0,3,0.44,0,0.383,7,67.21,485.19,130,1
CUST100837,Male,South,Organic,Electronics,60,30990.7,8,1,2,0.311,0,0.624,2,90.16,199.34,13,0
CUST100838,Female,North,Other,Sports,27,51664.25,53,0,2,0.587,2,0.213,4,101.62,374.24,194,0
CUST100839,Male,South,Search,Electronics,53,67931.69,48,1,10,0.281,3,0.421,8,75.91,594.21,94,1
CUST100840,Male,East,Search,Electronics,37,116956.81,12,1,9,0.337,1,0.211,4,128.84,432.63,123,0
CUST100841,Other,West,Organic,Fashion,39,73986.77,24,1,8,0.55,5,0.277,7,91.28,726.61,42,1
CUST100842,Female,North,Search,Sports,49,49670.29,23,1,8,0.606,1,0.062,6,104.53,566.07,73,1
CUST100843,Male,East,Search,Groceries,25,35739.56,22,0,13,0.438,2,0.179,4,69.04,249.63,4,1
CUST100844,Female,South,Organic,Home & Living,45,92197.54,72,1,6,0.38,0,0.507,7,103.86,717.52,37,0
CUST100845,Male,East,Organic,Groceries,42,36677.26,22,0,10,0.325,0,0.272,6,71.62,440.51,149,0
CUST100846,Male,North,Social Media,Electronics,46,108993.69,17,0,7,0.507,2,0.521,5,100.03,504.2,36,0
CUST100847,Female,South,Search,Sports,44,48807.87,9,0,7,0.559,1,0.551,5,107.08,556.72,30,1
CUST100848,Female,West,Referral,Electronics,72,107273.07,18,1,13,0.325,0,0.44,5,101.98,600.27,68,1
CUST100849,Male,East,Organic,Sports,32,73147.97,61,0,12,0.093,1,0.627,9,65.61,608.56,57,1
CUST100850,Female,South,Social Media,Electronics,33,51924.73,33,1,8,0.203,2,0.343,8,70.09,512.15,30,0
CUST100851,Female,South,Social Media,Fashion,32,44220.42,33,0,10,0.523,0,0.245,9,71.01,708.75,33,1
CUST100852,Male,South,Search,Sports,33,47662.83,18,1,10,0.407,1,0.249,3,87.75,328.41,37,1
CUST100853,Female,South,Search,Home & Living,32,65839.91,56,1,9,0.309,3,0.349,8,99.13,807.44,1,0
CUST100854,Female,West,Referral,Fashion,55,56811.51,40,0,8,0.218,3,0.44,5,88.54,468.82,21,0
CUST100855,Female,West,Search,Sports,58,42859.72,22,0,5,0.632,1,0.294,9,75.13,645.35,115,0
CUST100856,Male,South,Organic,Fashion,33,51303.96,15,1,8,0.587,0,0.311,7,126.51,932.36,71,1
CUST100857,Female,South,Other,Sports,29,56845.41,28,0,5,0.354,1,0.365,6,95.01,531.6,64,1
CUST100858,Male,West,Search,Beauty,46,22494.37,16,0,10,0.466,2,0.466,2,62.57,95.02,14,0
CUST100859,Female,South,Referral,Fashion,33,66670.58,26,1,8,0.47,0,0.161,7,96.38,706.88,59,0
CUST100860,Female,East,Referral,Fashion,48,36446.68,31,0,3,0.255,2,0.107,6,101.14,652.0,85,1
CUST100861,Male,North,Social Media,Electronics,43,33883.68,19,0,5,0.403,2,0.47,3,69.71,168.51,40,0
CUST100862,Female,East,Organic,Groceries,20,27076.02,5,0,0,0.3,1,0.156,5,67.46,319.43,14,0
CUST100863,Female,East,Referral,Fashion,60,25891.08,37,0,5,0.558,1,0.101,3,73.27,203.86,79,1
CUST100864,Female,West,Search,Beauty,63,31126.05,19,0,7,0.38,2,0.223,5,104.19,568.74,31,1
CUST100865,Male,West,Referral,Home & Living,32,40835.2,31,0,7,0.418,0,0.235,8,86.85,678.49,58,0
CUST100866,Male,North,Social Media,Electronics,35,124923.56,27,0,13,0.307,1,0.569,11,97.65,1059.92,32,0
CUST100867,Female,East,Organic,Groceries,44,44100.17,70,0,9,0.367,6,0.435,5,121.97,670.1,5,0
CUST100868,Male,West,Social Media,Beauty,44,59263.18,29,1,10,0.521,4,0.536,7,78.84,487.93,1,1
CUST100869,Female,South,Organic,Home & Living,49,65074.67,48,1,4,0.467,2,0.285,7,99.67,670.04,92,0
CUST100870,Male,North,Organic,Groceries,66,58112.49,23,1,8,0.573,0,0.255,4,123.5,381.23,51,1
CUST100871,Male,North,Social Media,Groceries,38,53239.84,16,0,5,0.452,3,0.26,3,83.01,146.9,141,0
CUST100872,Male,South,Search,Groceries,30,33291.76,38,0,4,0.388,4,0.158,3,70.28,183.21,135,0
CUST100873,Male,South,Referral,Fashion,22,101161.96,18,1,6,0.395,2,0.164,2,113.77,149.44,8,1
CUST100874,Female,East,Organic,Electronics,30,117490.3,43,1,3,0.454,1,0.265,2,116.6,177.57,23,1
CUST100875,Male,North,Search,Groceries,40,27129.36,13,0,3,0.437,1,0.4,4,61.63,153.91,58,0
CUST100876,Male,West,Search,Electronics,63,35774.71,35,0,10,0.186,1,0.491,3,98.04,279.56,1,0
CUST100877,Male,South,Other,Groceries,33,48901.73,29,0,7,0.268,0,0.489,5,67.57,367.86,31,0
CUST100878,Female,North,Other,Fashion,43,36679.84,63,1,7,0.17,0,0.251,11,63.69,698.07,167,1
CUST100879,Male,South,Search,Groceries,40,68022.51,37,0,7,0.406,1,0.1,8,94.61,798.75,123,1
CUST100880,Female,South,Referral,Electronics,55,40506.35,27,1,13,0.336,4,0.559,7,77.6,484.26,87,0
CUST100881,Female,North,Search,Home & Living,73,136545.34,45,1,9,0.267,7,0.172,7,132.08,1003.13,175,0
CUST100882,Female,South,Search,Home & Living,33,90682.43,5,1,11,0.369,0,0.325,4,112.41,445.22,1,1
CUST100883,Female,North,Organic,Fashion,34,60136.34,40,1,6,0.187,4,0.146,1,98.46,42.88,99,1
CUST100884,Female,East,Referral,Fashion,54,84662.05,42,0,5,0.143,6,0.49,2,157.01,309.48,111,0
CUST100885,Female,West,Organic,Beauty,49,87515.1,44,1,10,0.306,4,0.267,5,134.91,691.47,54,1
CUST100886,Male,South,Organic,Electronics,64,43400.69,43,1,15,0.262,1,0.35,7,106.96,784.57,1,1
CUST100887,Male,East,Organic,Fashion,48,39037.47,39,1,13,0.457,3,0.319,6,100.39,659.74,228,1
CUST100888,Male,East,Search,Fashion,35,56835.05,24,1,11,0.074,0,0.077,11,109.09,1204.47,112,1
CUST100889,Female,North,Social Media,Home & Living,48,78982.03,32,1,9,0.606,0,0.02,5,105.55,524.79,165,1
CUST100890,Other,West,Search,Home & Living,54,58307.96,20,0,11,0.66,3,0.408,5,90.23,466.72,92,1
CUST100891,Female,West,Referral,Beauty,51,28360.42,17,0,10,0.201,1,0.215,8,79.71,694.59,18,0
CUST100892,Male,North,Organic,Groceries,47,39257.67,24,1,1,0.195,3,0.432,3,82.98,215.96,15,1
CUST100893,Female,North,Search,Home & Living,54,53317.5,26,0,4,0.61,0,0.236,6,126.64,721.65,144,0
CUST100894,Male,North,Organic,Home & Living,55,53279.61,36,0,8,0.152,4,0.138,5,72.28,357.21,25,0
CUST100895,Male,North,Search,Home & Living,58,125939.41,58,0,1,0.317,1,0.466,5,134.01,720.36,75,1
CUST100896,Male,East,Other,Electronics,48,30729.35,48,1,6,0.575,4,0.776,8,103.49,804.19,29,1
CUST100897,Male,South,Organic,Electronics,38,68011.76,34,0,5,0.128,2,0.287,1,103.94,137.13,101,0
CUST100898,Female,West,Organic,Beauty,42,102797.46,54,1,8,0.241,5,0.437,4,113.72,473.79,44,1
CUST100899,Male,East,Referral,Groceries,56,142785.3,29,0,6,0.418,3,0.233,4,106.13,405.04,247,0
CUST100900,Male,East,Other,Electronics,29,46408.67,39,0,6,0.517,3,0.401,7,89.93,602.63,264,0
CUST100901,Female,East,Social Media,Electronics,45,67608.49,24,0,10,0.448,5,0.191,7,101.34,724.91,80,0
CUST100902,Female,North,Social Media,Home & Living,35,69869.73,29,0,6,0.181,1,0.28,7,134.05,885.83,20,1
CUST100903,Female,South,Referral,Home & Living,40,59706.18,25,1,8,0.667,3,0.228,6,109.06,715.29,12,0
CUST100904,Male,East,Other,Fashion,57,52763.42,10,1,4,0.567,0,0.318,6,104.4,694.51,22,1
CUST100905,Female,North,Organic,Home & Living,42,66052.04,10,1,12,0.306,6,0.311,3,100.43,293.94,1,1
CUST100906,Female,North,Organic,Beauty,41,18987.67,12,0,5,0.372,4,0.157,4,68.31,360.9,74,1
